iter	Logloss
150	0.4889777391
151	0.4889239321
152	0.4888732458
153	0.4887979421
154	0.4885535596
155	0.488469652
156	0.4884485515
157	0.4883264184
158	0.4882864855
159	0.4881960964
160	0.4881571913
161	0.48810698
162	0.4880350887
163	0.4879220822
164	0.4877862402
165	0.4877136703
166	0.4876012877
167	0.4875919843
168	0.4875783973
169	0.4875022292
170	0.4874062949
171	0.487340054
172	0.4872558797
173	0.4871697427
174	0.4870276966
175	0.4868748695
176	0.4867979331
177	0.4867206194
178	0.4866527354
179	0.486497732
180	0.4863879685
181	0.4862850984
182	0.4861852353
183	0.4860497132
184	0.4859622544
185	0.4858544454
186	0.4857578792
187	0.4856328967
188	0.485574813
189	0.4854983718
190	0.485388565
191	0.4852988345
192	0.4851886652
193	0.4850718834
194	0.4850256385
195	0.4849776857
196	0.4848957884
197	0.4847781056
198	0.4846775422
199	0.4846249589
200	0.4845195195
201	0.4844021365
202	0.484310487
203	0.4842098223
204	0.4841540453
205	0.4840967577
206	0.4839775027
207	0.4839388614
208	0.4838542094
209	0.4837292652
210	0.483683578
211	0.211	0.4789636582
212	0.4789024005
213	0.4788160973
214	0.4787361554
215	0.4786292899
216	0.4785201597
217	0.4784089551
218	0.4782944444
219	0.4781938733
220	0.478075474
221	0.4779780641
222	0.4779139103
223	0.4777976864
224	0.4777111949
225	0.4776148872
226	0.4775560365
227	0.4773999242
228	0.4773120837
229	0.4772419024
230	0.4772027097
231	0.4770611684
232	0.4769855619
233	0.476844713
234	0.4767047251
235	0.4766411325
236	0.4765779291
237	0.4764716315
238	0.4763681489
239	0.4763053476
240	0.4761739999
241	0.4760733654
242	0.4759444386
243	0.4758514213
244	0.4757508325
245	0.4757109563
246	0.4756560398
247	0.4755334437
248	0.4754406699
249	0.4753705294
250	0.4752464484
251	0.4751535035
252	0.4750885558
253	0.4749773705
254	0.474850432
255	0.4747592865
256	0.4746683196
257	0.4745564482
258	0.4744511452
259	0.4742935967
260	0.4741646338
261	0.4740754068
262	0.4739871363
263	0.4738621616
264	0.473710645
265	0.4735802021
266	0.4734922381
267	0.473358253
268	0.4732690914
269	0.4731661224
270	0.4730873768
271	0.4730386647
272	0.4729113734
273	0.4728274214
274	0.4727665742
275	0.4726932358
276	0.4726326193
277	0.4725326674
278	0.472492773
279	0.4724110251
280	0.4723289293
281	0.4722169149
282	0.4721838191
283	0.4720399194
284	0.4719197677
285	0.4718191368
286	0.4717448702
287	0.4716049543
288	0.4714863733
289	0.4713934146
290	0.4712613838
291	0.4711341933
292	0.4710360989
293	0.4709880305
294	0.4709076189
295	0.4708767381
296	0.470765635
297	0.4706818397
298	0.4705572746
299	0.4704663708
300	0.4702950014
301	0.4701911412
302	0.4700413086
303	0.4699509435
304	0.4699082076
305	0.4697593357
306	0.4697322313
307	0.4696624973
308	0.4695624487
309	0.4694375246
310	0.4693298674
311	0.469246585
312	0.4691693545
313	0.4690225498
314	0.4688964667
315	0.4687974933
316	0.468696659
317	0.4686636119
318	0.468584321
319	0.4685099044
320	0.4683901718
321	0.4683204532
322	0.4682253748
323	0.4681629831
324	0.4680707815
325	0.4680171158
326	0.4679384239
327	0.4678707872
328	0.467745916
329	0.467635009
330	0.467559317
331	0.4674333545
332	0.4673309757
333	0.4672560526
334	0.4671752865
335	0.4670853635
336	0.4670107292
337	0.4669729251
338	0.4668337032
339	0.4667156385
340	0.4666477269
341	0.4665378569
342	0.466426804
343	0.4662882774
344	0.4661926648
345	0.466070407
346	0.4659677122
347	0.4659413835
348	0.4658249279
349	0.4657184848
350	0.4656647888
351	0.4655359549
352	0.4654076886
353	0.4652592071
354	0.4651681882
355	0.4650830788
356	0.4649767005
357	0.4648911013
358	0.4646989655
359	0.4646012324
360	0.4644735568
361	0.4644184603
362	0.4643565493
363	0.4642580369
364	0.4641582909
365	0.4639981989
366	0.4639482541
367	0.4638826793
368	0.4638022799
369	0.4637265153
370	0.4636515801
371	0.4635846987
372	0.4634530195
373	0.4633691186
374	0.4632356973
375	0.4632015853
376	0.4631180076
377	0.4630587672
378	0.4629971899
379	0.4628230594
380	0.4627146693
381	0.4625672793
382	0.4625451895
383	0.462457077
384	0.4623225261
385	0.4621712202
386	0.4621453804
387	0.4620612017
388	0.461981176
389	0.4618935136
390	0.4617744278
391	0.4616454717
392	0.4615743802
393	0.4614534915
394	0.4613687447
395	0.461288913
396	0.4611996968
397	0.4611278536
398	0.4610340335
399	0.4609747351
400	0.4608107445
401	0.4607176889
402	0.4606321985
403	0.460555158
404	0.4604793913
405	0.4603634802
406	0.4602423693
407	0.46016589
408	0.460091578
409	0.4599640474
410	0.4598918803
411	0.4597837051
412	0.4596944318
413	0.4596703426
414	0.4596062669
415	0.4594954187
416	0.4593859949
417	0.4592433754
418	0.4591457446
419	0.4590391236
420	0.4589151929
421	0.4588037753
422	0.4587179902
423	0.4586510516
424	0.4585584189
425	0.4584601681
426	0.4584132803
427	0.4583161152
428	0.4582480176
429	0.4581731727
430	0.4581374663
431	0.4580571365
432	0.4579769454
433	0.4579343734
434	0.4578349575
435	0.4577180883
436	0.4576393168
437	0.4575258218
438	0.4574373314
439	0.457376176
440	0.4573116347
441	0.457215865
442	0.4571546871
443	0.4569875074
444	0.4569054423
445	0.4568062347
446	0.456712149
447	0.4566339761
448	0.4565538468
449	0.4564345577
450	0.4563302422
451	0.4562377875
452	0.4561712537
453	0.4560634618
454	0.4559921634
455	0.4558987142
456	0.4558094825
457	0.4557280201
458	0.4556480192
459	0.4555665895
460	0.455472617
461	0.4553131099
462	0.4552029766
463	0.4551252224
464	0.4550663016
465	0.4549251119
466	0.4548612348
467	0.4547808862
468	0.4547118191
469	0.4546377231
470	0.4545719146
471	0.4545049768
472	0.4544038689
473	0.4543430642
474	0.4542656746
475	0.4542288178
476	0.4540883609
477	0.4540263765
478	0.4539950931
479	0.4539107239
480	0.4538267706
481	0.4536977407
482	0.4536364625
483	0.4535801034
484	0.4535033432
485	0.4534158957
486	0.4533408064
487	0.4532862347
488	0.4531271866
489	0.4530671153
490	0.4530088399
491	0.4529856268
492	0.4529290563
493	0.452828601
494	0.4527448737
495	0.4526771101
496	0.4525923967
497	0.452519231
498	0.4523729047
499	0.4521747104
500	0.4520553112
501	0.4519063464
502	0.4518310063
503	0.4517562974
504	0.4516845308
505	0.4516157066
506	0.4515422277
507	0.4514654727
508	0.4513759237
509	0.4513057301
510	0.4511638123
511	0.4510707075
512	0.4510108457
513	0.4509354229
514	0.4508510021
515	0.45079276
516	0.4506662538
517	0.4505837434
518	0.4504999046
519	0.4503679998
520	0.4502714781
521	0.4501522949
522	0.4500956519
523	0.4500238096
524	0.4499394549
525	0.4499035304
526	0.4498020064
527	0.4497191577
528	0.4496239121
529	0.4495705075
530	0.4495015077
531	0.4494368228
532	0.4493384302
533	0.4492793652
534	0.4491896664
535	0.44912129
536	0.4490339126
537	0.4489297375
538	0.448867795
539	0.448816233
540	0.4487367916
541	0.4486842733
542	0.4485889398
543	0.4484995977
544	0.4484442664
545	0.4483763035
546	0.4482927558
547	0.4482665725
548	0.4482090125
549	0.4481465602
550	0.4480768109
551	0.4479853058
552	0.4478984661
553	0.447843738
554	0.4477344417
555	0.4476302604
556	0.4475348753
557	0.4474625228
558	0.447402309
559	0.4472829771
560	0.4471594622
561	0.4470801759
562	0.447015432
563	0.4469132467
564	0.4468594909
565	0.4467703508
566	0.4466882225
567	0.4465584677
568	0.446472384
569	0.4464225672
570	0.4463553787
571	0.4462855502
572	0.4462229312
573	0.446187475
574	0.4460947875
575	0.4459694284
576	0.4458847126
577	0.4458228945
578	0.4457111632
579	0.4456009508
580	0.4455109776
581	0.445423324
582	0.4453016302
583	0.4452360823
584	0.4451798308
585	0.4450800772
586	0.4449978158
587	0.4449241514
588	0.4448596193
589	0.4447987881
590	0.4446821609
591	0.4446106074
592	0.4445295081
593	0.4444545614
594	0.4444224243
595	0.4443634346
596	0.4442945712
597	0.444209641
598	0.4441650459
599	0.4441358181
600	0.4440752246
601	0.4440101045
602	0.4439321091
603	0.4438187686
604	0.4437226916
605	0.4436318624
606	0.4435883541
607	0.4435339677
608	0.4434299853
609	0.4433563824
610	0.4432982435
611	0.4432363593
612	0.4431358752
613	0.4430688356
614	0.4430122199
615	0.4428575038
616	0.4427436992
617	0.4426706209
618	0.4425961525
619	0.4425184836
620	0.4424510847
621	0.4423819403
622	0.4423055622
623	0.4422286982
624	0.4421067078
625	0.4420178193
626	0.4419384619
627	0.4418384571
628	0.4418050457
629	0.441752492
630	0.4416639594
631	0.4416012979
632	0.4415028508
633	0.4414566009
634	0.441384305
635	0.4412927169
636	0.4412408681
637	0.4411458406
638	0.4410430189
639	0.4409640296
640	0.4409127243
641	0.4408625935
642	0.4408033622
643	0.4407698718
644	0.4407202416
645	0.4406297156
646	0.4405711703
647	0.4404968104
648	0.4404214232
649	0.4403480776
650	0.4402609584
651	0.4402093359
652	0.4401555414
653	0.4401104018
654	0.4400268637
655	0.439949656
656	0.4399219671
657	0.4398412989
658	0.4397614406
659	0.4397099795
660	0.4395890985
661	0.4395099023
662	0.4394596102
663	0.4393810574
664	0.4393255122
665	0.4391700407
666	0.4390672857
667	0.4389859793
668	0.4389065928
669	0.438748432
670	0.4386732592
671	0.4386285734
672	0.43856607
673	0.4384823756
674	0.4384358646
675	0.4383310602
676	0.4382672479
677	0.4381994311
678	0.4381579526
679	0.438088199
680	0.4380187895
681	0.4379641457
682	0.4379176673
683	0.437843681
684	0.437792602
685	0.4376872064
686	0.4375844113
687	0.4374842192
688	0.4374153058
689	0.4373055341
690	0.4372675744
691	0.4371919881
692	0.4371446725
693	0.4371051291
694	0.4370473899
695	0.436987143
696	0.4368990802
697	0.4367984397
698	0.4367568894
699	0.4367107992
700	0.4366449457
701	0.4365817115
702	0.4365398431
703	0.4364699735
704	0.43640089
705	0.4363541291
706	0.4362939083
707	0.4362636758
708	0.4361996373
709	0.436126651
710	0.4360666655
711	0.4360061024
712	0.4358673513
713	0.4358234716
714	0.4357531415
715	0.4357050119
716	0.4356089315
717	0.4355410707
718	0.4354788425
719	0.4354248193
720	0.4353913684
721	0.4353210239
722	0.4352567618
723	0.4351803378
724	0.4351200287
725	0.4350770592
726	0.4350141935
727	0.4349505313
728	0.4348623036
729	0.4347528149
730	0.4347030569
731	0.4346681634
732	0.4346333173
733	0.4345735291
734	0.4345290342
735	0.4344563103
736	0.4343998642
737	0.4343187162
738	0.4342641791
739	0.4342159997
740	0.4341821183
741	0.4341266058
742	0.4340382206
743	0.4340010255
744	0.4339248125
745	0.4338760263
746	0.4338127471
747	0.433737691
748	0.4336662094
749	0.4336018798
750	0.4335130773
751	0.4334506437
752	0.4334152667
753	0.4333066025
754	0.4332077259
755	0.4330893674
756	0.4330409236
757	0.4329907634
758	0.4329065913
759	0.4328324445
760	0.4327309385
761	0.4326356092
762	0.4326189529
763	0.4325152923
764	0.4324276139
765	0.4323682325
766	0.4323413922
767	0.4323058416
768	0.4322517375
769	0.4321140702
770	0.4320693644
771	0.4319927901
772	0.4318985981
773	0.4318302552
774	0.4317324349
775	0.4316633091
776	0.431596229
777	0.4315314087
778	0.4314555286
779	0.4313718989
780	0.4312845521
781	0.4312234031
782	0.4311159922
783	0.4310125565
784	0.4309154872
785	0.4307834418
786	0.430716581
787	0.4306590686
788	0.430598087
789	0.4305827174
790	0.4305122036
791	0.4304223833
792	0.4303566731
793	0.4303072448
794	0.4302358559
795	0.4302112392
796	0.4301082886
797	0.43003832
798	0.4299672824
799	0.4299273968
800	0.4298775589
801	0.429830618
802	0.4297794681
803	0.4296733511
804	0.4296380609
805	0.4295603041
806	0.4295464535
807	0.4294286613
808	0.4293712066
809	0.4293133539
810	0.4292591801
811	0.4291519274
812	0.4290962686
813	0.4290446296
814	0.4289976742
815	0.4289217749
816	0.4288456931
817	0.4288040892
818	0.4287202346
819	0.4286820784
820	0.4286411512
821	0.4285955944
822	0.4285298689
823	0.4284561613
824	0.4283331642
825	0.4282444993
826	0.4282016153
827	0.4281884308
828	0.4281093233
829	0.4280537813
830	0.4280036026
831	0.4279274451
832	0.4278965966
833	0.4278210776
834	0.4276615443
835	0.4275907654
836	0.4275532008
837	0.4274210712
838	0.4273838416
839	0.4273573221
840	0.4272910383
841	0.427192817
842	0.4271665779
843	0.427138085
844	0.4270599427
845	0.4269493815
846	0.4268609582
847	0.4268056842
848	0.4267485272
849	0.426674598
850	0.4266068851
851	0.4264945303
852	0.4264704916
853	0.4264230666
854	0.4263514675
855	0.4262523453
856	0.4261971455
857	0.4261319498
858	0.4260820574
859	0.4259887031
860	0.4259055842
861	0.4258049406
862	0.4257181339
863	0.4256936895
864	0.4256490136
865	0.4256114181
866	0.4255660983
867	0.4255289188
868	0.4254335937
869	0.4253592058
870	0.4252412922
871	0.4252038313
872	0.4251736103
873	0.4251331997
874	0.4250554604
875	0.4249999423
876	0.4249318755
877	0.4248514426
878	0.4248208276
879	0.4247110401
880	0.4246455674
881	0.4245565139
882	0.4245189472
883	0.4244497298
884	0.4243772035
885	0.4243241741
886	0.4242697209
887	0.4241656635
888	0.4241240932
889	0.4240846118
890	0.4240378221
891	0.4239662354
892	0.4238593986
893	0.4238078545
894	0.423759896
895	0.42370551
896	0.4236474232
897	0.4236028796
898	0.4235291165
899	0.4234451704
900	0.423376424
901	0.4233352407
902	0.4232564488
903	0.4232093691
904	0.4231458792
905	0.4230204883
906	0.4229455738
907	0.4228938016
908	0.422804096
909	0.4227211918
910	0.4226286989
911	0.4225643327
912	0.4224700731
913	0.4224047156
914	0.4222754038
915	0.4221898562
916	0.4221197993
917	0.4220316201
918	0.4219217344
919	0.4218372903
920	0.4217956686
921	0.4217267501
922	0.421699219
923	0.42166879
924	0.4216358235
925	0.4216103137
926	0.4215753587
927	0.421544942
928	0.4214750776
929	0.4213883589
930	0.421342356
931	0.4212924611
932	0.4212147421
933	0.4211332335
934	0.4210607991
935	0.4209864607
936	0.4209271638
937	0.420884765
938	0.4208380429
939	0.4207790722
940	0.4207078091
941	0.4206575817
942	0.4205746399
943	0.4205305964
944	0.4204988302
945	0.4204252673
946	0.420348351
947	0.4202840063
948	0.4202292576
949	0.4201550023
950	0.4200862866
951	0.4200497515
952	0.4199917551
953	0.4199179707
954	0.4198725652
955	0.4198349175
956	0.419788382
957	0.4197339865
958	0.4196776306
959	0.4196085982
960	0.4195348872
961	0.4194981438
962	0.4194630658
963	0.419432844
964	0.4193773895
965	0.4192985408
966	0.4192766227
967	0.4192490074
968	0.4191703668
969	0.419044923
970	0.4189637737
971	0.4189152466
972	0.4188456005
973	0.4187788447
974	0.4187316653
975	0.418687171
976	0.4186539995
977	0.4186279421
978	0.4185848317
979	0.4185462074
980	0.418489192
981	0.4184594074
982	0.418389958
983	0.4183544843
984	0.4182922862
985	0.4182518672
986	0.4182113874
987	0.4181447782
988	0.4180319444
989	0.4179655164
990	0.4179262225
991	0.4178580683
992	0.4178079584
993	0.4177138243
994	0.4176284612
995	0.4176000017
996	0.417530285
997	0.4174811097
998	0.417364599
999	0.4173353953
1000	0.4172874109
1001	0.4172607082
1002	0.4172086321
1003	0.4171225823
1004	0.4170711082
1005	0.4170357325
1006	0.4170052271
1007	0.4169310537
1008	0.4168825377
1009	0.4168458644
1010	0.4168182773
1011	0.4167977339
1012	0.4167541606
1013	0.4167001552
1014	0.4166602107
1015	0.4165976036
1016	0.4165218886
1017	0.4165008885
1018	0.4164358701
1019	0.4163344228
1020	0.4162789584
1021	0.4162436841
1022	0.416093727
1023	0.4160544127
1024	0.4159741705
1025	0.4159024959
1026	0.4158265523
1027	0.4157622038
1028	0.4156939612
1029	0.4156426548
1030	0.415530699
1031	0.4154816446
1032	0.41542934
1033	0.4154039653
1034	0.4153594225
1035	0.4152966245
1036	0.4152358114
1037	0.4151877216
1038	0.4151262389
1039	0.4150382132
1040	0.4149906843
1041	0.4148998931
1042	0.4148536138
1043	0.4148286623
1044	0.4148039867
1045	0.4147809096
1046	0.4147499305
1047	0.4147155518
1048	0.4146688195
1049	0.4146247871
1050	0.4145808576
1051	0.4145221647
1052	0.4144719458
1053	0.4144135879
1054	0.4143891595
1055	0.4143582211
1056	0.4142933977
1057	0.4142227062
1058	0.4141632696
1059	0.4141189686
1060	0.4140347925
1061	0.4139871876
1062	0.4139511372
1063	0.4138913823
1064	0.4138097815
1065	0.4137118344
1066	0.4136890339
1067	0.4136165365
1068	0.4135344409
1069	0.4134707728
1070	0.4134026246
1071	0.4133528905
1072	0.4132969417
1073	0.4132291636
1074	0.4131725342
1075	0.4130903807
1076	0.4130432006
1077	0.4129730494
1078	0.4129254473
1079	0.4128372944
1080	0.4128062531
1081	0.4127324566
1082	0.4126992943
1083	0.4126711005
1084	0.4125942557
1085	0.4125202755
1086	0.4124632805
1087	0.4124142868
1088	0.4123429996
1089	0.4123148398
1090	0.4122724509
1091	0.4122171942
1092	0.4121507803
1093	0.4120339755
1094	0.4119619826
1095	0.4118694336
1096	0.4118077865
1097	0.4117515901
1098	0.4117020176
1099	0.4116631217
1100	0.4116020055
1101	0.411553161
1102	0.4114894053
1103	0.4114647951
1104	0.4113759338
1105	0.4113023718
1106	0.4112615551
1107	0.411192534711108	0.411131234111109	0.411080176211110	0.411052810911111	0.411033780711112	0.410928034911113	0.410840226811114	0.410806916211115	0.410761689511116	0.41069363281118	0.4172901564
1119	0.4172443338
1120	0.4171695731
1121	0.4170890001
1122	0.4170033103
1123	0.4169385527
1124	0.4168719815
1125	0.4168411908
1126	0.4168065007
1127	0.4167527619
1128	0.4166729673
1129	0.4166334792
1130	0.4165648722
1131	0.4164473573
1132	0.4163797058
1133	0.4163349933
1134	0.4162385983
1135	0.4161729188
1136	0.4161253707
1137	0.4160661154
1138	0.4160239309
1139	0.4159584939
1140	0.4159158561
1141	0.4158945463
1142	0.4158449377
1143	0.4158073069
1144	0.4157649703
1145	0.4157184685
1146	0.4156286984
1147	0.4155664114
1148	0.4155024224
1149	0.4154537761
1150	0.4154110314
1151	0.4153578491
1152	0.4152811022
1153	0.4152419666
1154	0.4151599723
1155	0.4151375903
1156	0.4150562449
1157	0.4150208416
1158	0.4149843846
1159	0.4149434707
1160	0.4148693113
1161	0.4148140814
1162	0.4147701797
1163	0.4147266886
1164	0.414666498
1165	0.414628537
1166	0.414528363
1167	0.4144461903
1168	0.4143928345
1169	0.4143515821
1170	0.4143145569
1171	0.4142752252
1172	0.4142042747
1173	0.4141589879
1174	0.4141221742
1175	0.4140366574
1176	0.4139693352
1177	0.4139180064
1178	0.4138523945
1179	0.4138072778
1180	0.4137561502
1181	0.4137098844
1182	0.413671229
1183	0.4135644271
1184	0.4134966031
1185	0.4134458121
1186	0.4133740051
1187	0.4133283131
1188	0.4132606477
1189	0.4132236555
1190	0.4131669079
1191	0.4131362701
1192	0.4131160127
1193	0.4131048362
1194	0.4130551609
1195	0.4129875648
1196	0.4129288618
1197	0.4128406922
1198	0.4127877726
1199	0.4127407109
1200	0.4126021507
1201	0.4125505684
1202	0.4124873178
1203	0.4123875438
1204	0.4123611674
1205	0.4123000521
1206	0.4122753093
1207	0.412199886
1208	0.412168019
1209	0.4120870339
1210	0.4120638116
1211	0.4119897697
1212	0.4118908913
1213	0.4118338639
1214	0.4117746034
1215	0.4117254317
1216	0.4116774615
1217	0.4116397335
1218	0.4116018386
1219	0.4115486362
1220	0.4114834741
1221	0.4114508676
1222	0.4114080635
1223	0.4113741516
1224	0.4113362414
1225	0.4113182727
1226	0.411261647
1227	0.4112264818
1228	0.4111820933
1229	0.4111499547
1230	0.4111266456
1231	0.4110667186
1232	0.4110528738
1233	0.410984681
1234	0.4109478676
1235	0.410865976
1236	0.4107878533
1237	0.410746731
1238	0.4107247684
1239	0.4106870915
1240	0.410650102
1241	0.4105623825
1242	0.4105146457
1243	0.4104222119
1244	0.4103830299
1245	0.4103492309
1246	0.4102718263
1247	0.4102393741
1248	0.4101780079
1249	0.4101410023
1250	0.410061289
1251	0.4099898481
1252	0.4099224459
1253	0.4098526334
1254	0.4097547846
1255	0.4097019995
1256	0.4096201868
1257	0.4095786094
1258	0.4095304228
1259	0.4094698555
1260	0.4094262398
1261	0.4093748266
1262	0.4093652719
1263	0.4093434844
1264	0.4093030368
1265	0.409231612
1266	0.4092174802
1267	0.4091791109
1268	0.4090986829
1269	0.4090581871
1270	0.4090518649
1271	0.4090071873
1272	0.4089524283
1273	0.408905006
1274	0.408840028
1275	0.4088292662
1276	0.4087607937
1277	0.408741223
1278	0.4087020529
1279	0.4086734451
1280	0.4086075416
1281	0.408541427
1282	0.408512085
1283	0.4084790862
1284	0.4084189069
1285	0.4083938141
1286	0.408355238
1287	0.4083293935
1288	0.4082878263
1289	0.4082662767
1290	0.4082248826
1291	0.4081568174
1292	0.408099147
1293	0.4080124931
1294	0.4079327279
1295	0.4079039311
1296	0.4078730657
1297	0.4078418059
1298	0.40782395
1299	0.4077940039
1300	0.4077350162
1301	0.4077163788
1302	0.4076549526
1303	0.4075474077
1304	0.407460619
1305	0.4074272848
1306	0.4073948476
1307	0.4073577847
1308	0.4073162329
1309	0.4072841858
1310	0.4072427359
1311	0.4071548462
1312	0.4070869906
1313	0.4070233843
1314	0.4069655774
1315	0.4069294624
1316	0.4068468478
1317	0.4068053407
1318	0.4067144673
1319	0.4066620088
1320	0.4066260114
1321	0.4065877219
1322	0.4065293152
1323	0.4064796536
1324	0.4064031927
1325	0.4063291994
1326	0.406259362
1327	0.4061879854
1328	0.4061111522
1329	0.4060946726
1330	0.4060419497
1331	0.4059404775
1332	0.4058569603
1333	0.4057949847
1334	0.4057302387
1335	0.4056551113
1336	0.4056276991
1337	0.4055894384
1338	0.4055645136
1339	0.4055089213
1340	0.4054389735
1341	0.4053732798
1342	0.4053305969
1343	0.4052322739
1344	0.4052059308
1345	0.4051368221
1346	0.4050784337
1347	0.4050416394
1348	0.4050021164
1349	0.4049217816
1350	0.4049035375
1351	0.4048562523
1352	0.4047931694
1353	0.4047586642
1354	0.4047312862
1355	0.4046866755
1356	0.404656882
1357	0.4046056665
1358	0.4045819313
1359	0.4045020615
1360	0.4044662889
1361	0.4044091857
1362	0.4043327762
1363	0.4042652188
1364	0.4042398517
1365	0.4041952174
1366	0.4041773941
1367	0.4041052307
1368	0.4040308446
1369	0.4039919332
1370	0.4039480868
1371	0.4038846673
1372	0.4038195098
1373	0.4037954363
1374	0.4037611577
1375	0.4037228369
1376	0.4036901225
1377	0.4036597446
1378	0.4035793485
1379	0.4034939894
1380	0.4034365225
1381	0.4033777248
1382	0.4033242372
1383	0.4032804586
1384	0.4032480699
1385	0.4032145469
1386	0.4031684387
1387	0.4031456722
1388	0.4030821671
1389	0.4030619618
1390	0.4030060119
1391	0.4029426626
1392	0.402888091
1393	0.4028058627
1394	0.4027189487
1395	0.4026397886
1396	0.4025511965
1397	0.4025006989
1398	0.4024621479
1399	0.4024549085
1400	0.4023999637
1401	0.4023251198
1402	0.4022638755
1403	0.4022027262
1404	0.4021645766
1405	0.4021249781
1406	0.4020984262
1407	0.4020436836
1408	0.4019638302
1409	0.4019341608
1410	0.4018980236
1411	0.401843528
1412	0.40180879
1413	0.4017974796
1414	0.4017327234
1415	0.4017114011
1416	0.401672783
1417	0.4016074193
1418	0.4015459018
1419	0.4014689371
1420	0.4014279449
1421	0.4013558925
1422	0.4012848822
1423	0.4012543151
1424	0.4012053309
1425	0.4011626061
1426	0.401121942
1427	0.4010558229
1428	0.4010038636
1429	0.40097149
1430	0.4009441827
1431	0.4009240419
1432	0.4008971826
1433	0.4008621477
1434	0.4008219336
1435	0.4007509015
1436	0.4007076184
1437	0.4006800075
1438	0.4006458678
1439	0.4006255278
1440	0.4005824175
1441	0.4005237891
1442	0.4004702618
1443	0.4003805664
1444	0.4003471498
1445	0.4002482445
1446	0.4001853288
1447	0.400137674
1448	0.4000998847
1449	0.4000819026
1450	0.4000142011
1451	0.3999601649
1452	0.399938515
1453	0.3998897817
1454	0.3998522396
1455	0.3998234137
1456	0.3997995511
1457	0.3997426056
1458	0.3996720229
1459	0.3996465636
1460	0.3996235595
1461	0.3996056674
1462	0.3995581937
1463	0.3995426234
1464	0.3993921621
1465	0.3993398613
1466	0.3993137025
1467	0.399289182
1468	0.3992484094
1469	0.3992098483
1470	0.3991319511
1471	0.3990956732
1472	0.3990692474
1473	0.3990347465
1474	0.3990015379
1475	0.398960496
1476	0.3988917964
1477	0.3988437653
1478	0.3988155553
1479	0.3987634695
1480	0.3987225937
1481	0.3986813822
1482	0.3986258323
1483	0.3986016628
1484	0.3985531401
1485	0.3984894117
1486	0.3984393353
1487	0.3983818577
1488	0.3983344674
1489	0.3982911612
1490	0.3982305812
1491	0.3981947386
1492	0.3981321124
1493	0.3979977426
1494	0.3979540355
1495	0.3979054702
1496	0.3978691796
1497	0.3978130627
1498	0.3977462637
1499	0.3976855732
81007
382
